2005,0.26,-1,0.31,-1,0.13,0.13,0.15,0.23,0.17,1.15,0.26,0.08,0.57,0.24,0.10,0.32,0.31,0.71,0.20,0.02,0.03,0.09,-1,0.18,-1,0.22,0.20,-1,0.23,-1,0.08,-1,0.07
2006,0.68,0.09,1.28,0.88,-1,0.11,0.30,0.08,0.17,1.02,-1,0.11,0.63,0.28,0.07,0.29,0.38,0.76,0.20,0.02,0.13,0.16,0.06,0.34,0.04,0.33,0.12,-1,0.54,36.65,0.09,-1,0.14
2007,0.40,1.50,0.66,-1,0.38,0.32,0.39,0.08,-1,1.31,0.19,0.22,0.84,0.19,0.21,0.35,0.82,0.29,0.29,0.02,0.24,0.09,-1,0.57,0.12,0.54,0.19,0.46,0.63,-1,0.17,-1,0.27
2008,0.81,1.91,3.70,0.83,-1,0.19,3.50,0.18,0.63,1.55,0.31,0.26,1.12,0.61,0.18,0.90,2.03,-1,0.28,0.42,0.71,0.14,0.11,0.79,0.04,0.43,0.30,1.54,0.65,-1,0.13,-1,1.56
2009,1.03,1.36,3.25,0.48,-1,0.37,6.69,0.62,0.16,0.94,2.24,1.42,1.49,0.57,0.23,0.83,2.24,1.85,0.37,0.28,0.86,0.47,0.17,0.46,0.81,0.64,0.15,0.72,1.58,0.26,-1,-1,2.07
2010,1.07,0.84,2.45,0.15,0.36,0.49,3.69,3.27,0.76,0.67,4.73,0.95,1.25,1.30,0.34,1.10,3.08,1.55,0.09,0.38,0.67,0.49,0.49,1.78,0.42,0.60,0.22,1.15,1.41,0.08,0.22,-1,1.13
2011,1.24,0.58,1.95,0.45,0.35,0.60,2.73,0.57,1.19,0.60,3.96,0.48,3.94,0.48,0.61,0.65,2.92,1.42,0.88,1.06,1.61,1.06,0.32,1.50,1.51,1.15,0.33,3.28,3.82,0.25,0.77,-1,2.50
2012,1.21,-1,0.90,-1,0.35,0.26,1.47,0.84,0.88,0.73,2.92,0.21,4.71,0.83,0.94,0.81,3.00,4.97,1.90,1.25,1.42,0.48,0.37,1.11,0.93,1.10,0.21,2.51,3.60,0.24,1.16,-1,1.04
2013,1.42,0.08,0.98,-1,0.11,0.23,0.88,1.00,0.43,0.67,1.21,0.30,5.87,0.75,0.89,1.17,4.28,8.00,0.42,0.93,1.14,0.54,0.31,0.81,0.70,1.16,0.39,4.45,5.66,0.16,1.38,0.05,1.23
2014,1.17,0.08,1.19,-1,0.22,0.21,0.22,0.55,0.56,0.70,0.57,0.28,3.10,0.63,0.28,1.06,1.82,6.06,0.42,0.80,0.88,0.54,0.41,0.39,0.48,0.68,0.38,4.24,7.48,0.56,1.80,-1,1.02
2015,0.88,0.39,0.32,-1,0.66,0.19,0.16,0.84,0.55,0.62,0.34,0.14,2.27,0.66,0.25,0.97,0.67,1.67,0.82,0.41,0.62,0.53,0.95,0.32,0.76,0.40,0.27,3.27,6.49,0.63,1.21,-1,1.14
2016,0.92,0.15,0.40,-1,0.65,0.28,0.24,0.70,0.54,0.52,0.62,0.14,2.01,0.41,0.19,1.48,0.54,2.11,0.16,0.52,0.79,0.51,0.59,0.49,0.94,0.47,0.17,3.53,4.33,0.39,1.63,0.05,2.33
2017*,0.24,0.08,0.17,0.12,0.21,0.09,0.05,0.07,-1,0.10,0.33,0.03,0.42,0.07,0.04,0.25,0.19,0.46,-1,0.19,0.25,0.13,0.10,0.18,0.18,0.07,-1,0.78,1.35,0.15,0.56,-1,1.06
